atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SF6;t CO2eq;27837.16
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;HFC;t CO2eq;2102732.26
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;PFC;t CO2eq;92.29
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;PFC;t CO2eq;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;As;kg;0.43
2011;Metales pesados;2,0;Plantas de combustión no industrial;As;kg;35.06
2011;Metales pesados;3,0;Plantas de combustión industrial;As;kg;12.80
2011;Metales pesados;4,0;Procesos industriales sin combustión;As;kg;4.09
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;As;kg;0.00
2011;Metales pesados;7,0;Transporte por carretera;As;kg;12.70
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;As;kg;0.23
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;As;kg;17.31
2011;Metales pesados;10,0;Agricultura;As;kg;0.00
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);As;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cd;kg;9.08
2011;Metales pesados;2,0;Plantas de combustión no industrial;Cd;kg;58.06
2011;Metales pesados;3,0;Plantas de combustión industrial;Cd;kg;53.45
2011;Metales pesados;4,0;Procesos industriales sin combustión;Cd;kg;60.56
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Cd;kg;100.01
2011;Metales pesados;7,0;Transporte por carretera;Cd;kg;38.52
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cd;kg;0.64
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cd;kg;8.82
2011;Metales pesados;10,0;Agricultura;Cd;kg;0.14
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cr;kg;16.09
2011;Metales pesados;2,0;Plantas de combustión no industrial;Cr;kg;451.07
2011;Metales pesados;3,0;Plantas de combustión industrial;Cr;kg;170.95
2011;Metales pesados;4,0;Procesos industriales sin combustión;Cr;kg;53.05
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Cr;kg;0.01
2011;Metales pesados;7,0;Transporte por carretera;Cr;kg;550.32
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cr;kg;29.57
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cr;kg;23.93
2011;Metales pesados;10,0;Agricultura;Cr;kg;0.01
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cu;kg;4.20
2011;Metales pesados;2,0;Plantas de combustión no industrial;Cu;kg;125.08
2011;Metales pesados;3,0;Plantas de combustión industrial;Cu;kg;56.48
2011;Metales pesados;4,0;Procesos industriales sin combustión;Cu;kg;10.17
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Cu;kg;100.31
2011;Metales pesados;7,0;Transporte por carretera;Cu;kg;14056.57
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cu;kg;108.04
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cu;kg;11.86
2011;Metales pesados;10,0;Agricultura;Cu;kg;0.01
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Hg;kg;0.66
2011;Metales pesados;2,0;Plantas de combustión no industrial;Hg;kg;24.06
2011;Metales pesados;3,0;Plantas de combustión industrial;Hg;kg;22.91
2011;Metales pesados;4,0;Procesos industriales sin combustión;Hg;kg;38.36
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Hg;kg;27.05
2011;Metales pesados;7,0;Transporte por carretera;Hg;kg;22.69
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Hg;kg;5.09
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Hg;kg;30.62
2011;Metales pesados;10,0;Agricultura;Hg;kg;0.02
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Ni;kg;1.42
2011;Metales pesados;2,0;Plantas de combustión no industrial;Ni;kg;3409.06
2011;Metales pesados;3,0;Plantas de combustión industrial;Ni;kg;775.93
2011;Metales pesados;4,0;Procesos industriales sin combustión;Ni;kg;206.98
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Ni;kg;50.02
2011;Metales pesados;7,0;Transporte por carretera;Ni;kg;297.06
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Ni;kg;3.88
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Ni;kg;9.10
2011;Metales pesados;10,0;Agricultura;Ni;kg;0.01
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Pb;kg;18.88
2011;Metales pesados;2,0;Plantas de combustión no industrial;Pb;kg;611.51
2011;Metales pesados;3,0;Plantas de combustión industrial;Pb;kg;197.86
2011;Metales pesados;4,0;Procesos industriales sin combustión;Pb;kg;757.05
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Pb;kg;0.53
2011;Metales pesados;7,0;Transporte por carretera;Pb;kg;4022.70
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Pb;kg;459.61
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Pb;kg;38.93
2011;Metales pesados;10,0;Agricultura;Pb;kg;0.02
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Se;kg;0.47
2011;Metales pesados;2,0;Plantas de combustión no industrial;Se;kg;8.33
2011;Metales pesados;3,0;Plantas de combustión industrial;Se;kg;12.85
2011;Metales pesados;4,0;Procesos industriales sin combustión;Se;kg;0.00
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Se;kg;0.00
2011;Metales pesados;7,0;Transporte por carretera;Se;kg;42.56
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Se;kg;0.74
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Se;kg;5.26
2011;Metales pesados;10,0;Agricultura;Se;kg;0.00
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Se;kg;0.00
2011;Metales pesados;1,0;Combustión en la producción y transformación de energía;Zn;kg;359.02
2011;Metales pesados;2,0;Plantas de combustión no industrial;Zn;kg;2500.42
2011;Metales pesados;3,0;Plantas de combustión industrial;Zn;kg;2087.86
2011;Metales pesados;4,0;Procesos industriales sin combustión;Zn;kg;1161.24
2011;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
2011;Metales pesados;6,0;Uso de disolventes y otros productos;Zn;kg;50.18
2011;Metales pesados;7,0;Transporte por carretera;Zn;kg;6933.29
2011;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;95.70
2011;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;742.11
2011;Metales pesados;10,0;Agricultura;Zn;kg;0.09
2011;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
2011;Partículas;1,0;Combustión en la producción y transformación de energía;PM2,5;t;82.63
2011;Partículas;2,0;Plantas de combustión no industrial;PM2,5;t;2481.52
2011;Partículas;3,0;Plantas de combustión industrial;PM2,5;t;654.20
2011;Partículas;4,0;Procesos industriales sin combustión;PM2,5;t;98.33
2011;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.00
2011;Partículas;6,0;Uso de disolventes y otros productos;PM2,5;t;535.21
2011;Partículas;7,0;Transporte por carretera;PM2,5;t;2151.29
2011;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM2,5;t;434.16
2011;Partículas;9,0;Tratamiento y eliminación de residuos;PM2,5;t;376.18
2011;Partículas;10,0;Agricultura;PM2,5;t;28.51
2011;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM2,5;t;40.39
2011;Partículas;1,0;Combustión en la producción y transformación de energía;PM10;t;93.11
2011;Partículas;2,0;Plantas de combustión no industrial;PM10;t;2723.58
2011;Partículas;3,0;Plantas de combustión industrial;PM10;t;697.74
2011;Partículas;4,0;Procesos industriales sin combustión;PM10;t;816.24
2011;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.00
2011;Partículas;6,0;Uso de disolventes y otros productos;PM10;t;567.71
2011;Partículas;7,0;Transporte por carretera;PM10;t;2722.35
2011;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM10;t;434.77
2011;Partículas;9,0;Tratamiento y eliminación de residuos;PM10;t;386.82
2011;Partículas;10,0;Agricultura;PM10;t;427.26
2011;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM10;t;49.37
2011;Partículas;1,0;Combustión en la producción y transformación de energía;PST;t;114.07
2011;Partículas;2,0;Plantas de combustión no industrial;PST;t;3019.18
2011;Partículas;3,0;Plantas de combustión industrial;PST;t;735.09
2011;Partículas;4,0;Procesos industriales sin combustión;PST;t;1680.35
2011;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
2011;Partículas;6,0;Uso de disolventes y otros productos;PST;t;574.42
2011;Partículas;7,0;Transporte por carretera;PST;t;3442.02
2011;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;435.51
2011;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;390.73
2011;Partículas;10,0;Agricultura;PST;t;695.08
2011;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;76.29
2011;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;5.79
2011;Partículas;2,0;Plantas de combustión no industrial;BC;t;301.97
2011;Partículas;3,0;Plantas de combustión industrial;BC;t;194.18
2011;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.23
2011;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
2011;Partículas;6,0;Uso de disolventes y otros productos;BC;t;225.02
2011;Partículas;7,0;Transporte por carretera;BC;t;1227.89
2011;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;219.97
2011;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;94.11
2011;Partículas;10,0;Agricultura;BC;t;0.08
2011;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;3.64
2011;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
2011;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.02
2011;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.02
